38,0,WE,10,10,10
20,0,WE,10,10,10
22,1,CALL,10,10,10
6,1,CALL,10,10,10
23,1,CALL,10,10,10
19,2,IT,10,10,10
33,2,IT,10,10,10
9,3,BEAR,6,10,6
13,3,BEAR,6,10,6
30,3,BEAR,6,10,6
40,0,ZERO,8,10,7
19,0,ZERO,8,10,7
30,0,ZERO,8,10,7
27,0,ZERO,8,10,7
34,1,THREE,8,10,8
30,1,THREE,8,10,8
20,1,THREE,8,10,8
16,2,FIVE,10,10,10
8,2,FIVE,10,10,10
37,2,FIVE,10,10,10
38,3,ONE,10,10,10
5,3,ONE,10,10,10
25,3,ONE,10,10,10
34,0,THREE,10,10,10
30,0,THREE,10,10,10
20,0,THREE,10,10,10
33,1,TWO,10,10,10
36,1,TWO,10,10,10
33,2,TWO,10,10,10
36,2,TWO,10,10,10
31,3,SEVEN,10,10,10
13,3,SEVEN,10,10,10
37,3,SEVEN,10,10,10
25,3,SEVEN,10,10,10
13,0,ELEPHANTS,10,10,10
23,0,ELEPHANTS,10,10,10
19,0,ELEPHANTS,10,10,10
16,0,ELEPHANTS,10,10,10
5,0,ELEPHANTS,10,10,10
25,0,ELEPHANTS,10,10,10
33,0,ELEPHANTS,10,10,10
31,0,ELEPHANTS,10,10,10
33,1,TAI,10,10,10
8,1,TAI,10,10,10
17,2,GOOSE,10,10,10
36,2,GOOSE,10,10,10
31,2,GOOSE,10,10,10
33,0,TOM,10,10,10
3,0,TOM,10,10,10
24,0,TOM,10,10,10
17,1,GIVES,10,10,10
19,1,GIVES,10,10,10
37,1,GIVES,10,10,10
40,1,GIVES,10,10,10
5,2,UP,10,10,10
29,2,UP,10,10,10
9,3,BOXING,10,10,10
3,3,BOXING,10,10,10
22,3,BOXING,10,10,10
31,3,BOXING,10,10,10
19,3,BOXING,10,10,10
26,3,BOXING,10,10,10
18,0,HE,10,10,10
20,0,HE,10,10,10
18,1,HATES,10,10,10
15,1,HATES,10,10,10
33,1,HATES,10,10,10
31,1,HATES,10,10,10
32,2,SHOOTING,10,10,10
36,2,SHOOTING,10,10,10
33,2,SHOOTING,10,10,10
19,2,SHOOTING,10,10,10
26,2,SHOOTING,10,10,10
24,0,MANDY,10,10,10
4,0,MANDY,10,10,10
25,0,MANDY,10,10,10
11,0,MANDY,10,10,10
20,0,MANDY,10,10,10
18,1,HAS,10,10,10
4,1,HAS,10,10,10
40,1,HAS,10,10,10
5,2,A,10,10,10
9,3,BIG,10,10,10
19,3,BIG,10,10,10
17,3,BIG,10,10,10
3,4,ARM,10,10,10
30,4,ARM,10,10,10
24,4,ARM,10,10,10
23,0,LOOK,10,10,10
35,0,LOOK,10,10,10
22,0,LOOK,10,10,10
4,1,AT,10,10,10
33,1,AT,10,10,10
4,2,ANN'S,8,10,8
25,2,ANN'S,8,10,8
40,2,ANN'S,8,10,8
29,3,PANTS,10,10,10
4,3,PANTS,10,10,10
25,3,PANTS,10,10,10
33,3,PANTS,10,10,10
31,3,PANTS,10,10,10
38,0,WHAT,10,10,10
5,0,WHAT,10,10,10
33,0,WHAT,10,10,10
5,1,ABOUT,10,10,10
9,1,ABOUT,10,10,10
7,1,ABOUT,10,10,10
33,1,ABOUT,10,10,10
12,2,THE,10,10,10
5,2,THE,10,10,10
9,3,BUS,10,10,10
5,3,BUS,10,10,10
31,3,BUS,10,10,10
12,0,THEN,10,10,10
13,0,THEN,10,10,10
25,0,THEN,10,10,10
18,1,HE,8,10,8
20,1,HE,8,10,8
38,2,WENT,10,10,10
13,2,WENT,10,10,10
25,2,WENT,10,10,10
33,2,WENT,10,10,10
33,3,TO,10,10,10
36,3,TO,10,10,10
34,4,THEME,2,10,3
20,4,THEME,2,10,3
24,4,THEME,2,10,3
29,5,PARK,10,10,10
3,5,PARK,10,10,10
30,5,PARK,10,10,10
22,5,PARK,10,10,10
23,0,LET'S,10,10,10
13,0,LET'S,10,10,10
33,0,LET'S,10,10,10
31,0,LET'S,10,10,10
17,1,GO,10,10,10
27,1,GO,10,10,10
33,2,TO,10,10,10
36,2,TO,10,10,10
12,3,THE,10,10,10
5,3,THE,10,10,10
30,4,RESTROOM,10,10,10
13,4,RESTROOM,10,10,10
31,4,RESTROOM,10,10,10
33,4,RESTROOM,10,10,10
30,4,RESTROOM,10,10,10
36,4,RESTROOM,10,10,10
24,4,RESTROOM,10,10,10
12,0,THEN,10,10,10
13,0,THEN,10,10,10
25,0,THEN,10,10,10
24,1,MIKE,10,10,10
8,1,MIKE,10,10,10
22,1,MIKE,10,10,10
38,2,WALKS,10,10,10
6,2,WALKS,10,10,10
22,2,WALKS,10,10,10
31,2,WALKS,10,10,10
33,3,TO,10,10,10
36,3,TO,10,10,10
22,4,COFFEE,10,10,10
6,4,COFFEE,10,10,10
16,4,COFFEE,10,10,10
20,4,COFFEE,10,10,10
31,0,SO,10,10,10
27,0,SO,10,10,10
24,1,MARY,10,10,10
4,1,MARY,10,10,10
30,1,MARY,10,10,10
19,1,MARY,10,10,10
38,2,WENT,10,10,10
13,2,WENT,10,10,10
25,2,WENT,10,10,10
33,2,WENT,10,10,10
3,3,ON,10,10,10
25,3,ON,10,10,10
33,4,TO,10,10,10
36,4,TO,10,10,10
31,5,STUDY,10,10,10
33,5,STUDY,10,10,10
5,5,STUDY,10,10,10
11,5,STUDY,10,10,10
20,5,STUDY,10,10,10
22,0,KATE,8,10,8
13,0,KATE,8,10,8
33,0,KATE,8,10,8
17,1,GOT,10,10,10
3,1,GOT,10,10,10
33,1,GOT,10,10,10
12,2,THE,10,10,10
5,2,THE,10,10,10
33,3,TOMATO,8,10,8
5,3,TOMATO,8,10,8
24,3,TOMATO,8,10,8
15,3,TOMATO,8,10,8
33,3,TOMATO,8,10,8
27,3,TOMATO,8,10,8
33,0,TINA,10,10,10
20,0,TINA,10,10,10
25,0,TINA,10,10,10
5,0,TINA,10,10,10
23,1,LOVES,10,10,10
5,1,LOVES,10,10,10
37,1,LOVES,10,10,10
40,1,LOVES,10,10,10
13,2,EGGPLANT,10,10,10
17,2,EGGPLANT,10,10,10
29,2,EGGPLANT,10,10,10
23,2,EGGPLANT,10,10,10
4,2,EGGPLANT,10,10,10
25,2,EGGPLANT,10,10,10
33,2,EGGPLANT,10,10,10
11,0,DORA,10,10,10
6,0,DORA,10,10,10
30,0,DORA,10,10,10
5,0,DORA,10,10,10
19,1,IS,10,10,10
40,1,IS,10,10,10
25,2,NOT,10,10,10
3,2,NOT,10,10,10
33,2,NOT,10,10,10
5,3,A,10,10,10
22,4,CLEANER,10,10,10
23,4,CLEANER,10,10,10
20,4,CLEANER,10,10,10
25,4,CLEANER,10,10,10
14,4,CLEANER,10,10,10
24,0,MARK,10,10,10
3,0,MARK,10,10,10
30,0,MARK,10,10,10
22,0,MARK,10,10,10
23,1,LIVED,10,10,10
19,1,LIVED,10,10,10
37,1,LIVED,10,10,10
11,1,LIVED,10,10,10
19,2,IN,10,10,10
25,2,IN,10,10,10
25,3,NEW,10,10,10
36,3,NEW,10,10,10
39,4,YORK,10,10,10
6,4,YORK,10,10,10
22,4,YORK,10,10,10
9,0,BOB,10,10,10
3,0,BOB,10,10,10
9,0,BOB,10,10,10
23,1,LIVES,10,10,10
19,1,LIVES,10,10,10
37,1,LIVES,10,10,10
40,1,LIVES,10,10,10
19,2,IN,10,10,10
25,2,IN,10,10,10
22,3,CAIRO,8,10,8
8,3,CAIRO,8,10,8
30,3,CAIRO,8,10,8
27,3,CAIRO,8,10,8
25,4,NOW,10,10,10
7,4,NOW,10,10,10
9,0,BYE,10,10,10
8,0,BYE,10,10,10
33,0,TREES,8,10,8
30,0,TREES,8,10,8
20,0,TREES,8,10,8
40,0,TREES,8,10,8
24,0,MIKE,10,10,10
8,0,MIKE,10,10,10
22,0,MIKE,10,10,10
23,1,LIKES,10,10,10
8,1,LIKES,10,10,10
22,1,LIKES,10,10,10
31,1,LIKES,10,10,10
12,2,THE,10,10,10
5,2,THE,10,10,10
38,3,WHITE,10,10,10
8,3,WHITE,10,10,10
33,3,WHITE,10,10,10
38,4,ONE,10,10,10
5,4,ONE,10,10,10
25,4,ONE,10,10,10
19,0,ITS,10,10,10
33,0,ITS,10,10,10
31,0,ITS,10,10,10
25,1,NAME,10,10,10
15,1,NAME,10,10,10
24,1,NAME,10,10,10
19,2,IS,7,10,7
40,2,IS,7,10,7
31,3,SAY,10,10,10
15,3,SAY,10,10,10
9,0,BILLY,10,10,10
19,0,BILLY,10,10,10
23,0,BILLY,10,10,10
20,0,BILLY,10,10,10
23,1,LOVES,8,10,8
5,1,LOVES,8,10,8
37,1,LOVES,8,10,8
40,1,LOVES,8,10,8
5,2,AMERICA,10,10,10
24,2,AMERICA,10,10,10
13,2,AMERICA,10,10,10
30,2,AMERICA,10,10,10
19,2,AMERICA,10,10,10
22,2,AMERICA,10,10,10
5,2,AMERICA,10,10,10
33,0,TWO,10,10,10
36,0,TWO,10,10,10
33,1,TWO,10,10,10
36,1,TWO,10,10,10
15,2,EIGHT,10,10,10
33,2,EIGHT,10,10,10
31,3,SEVEN,10,10,10
13,3,SEVEN,10,10,10
37,3,SEVEN,10,10,10
25,3,SEVEN,10,10,10
16,0,FOUR,10,10,10
6,0,FOUR,10,10,10
30,0,FOUR,10,10,10
16,1,FIVE,10,10,10
8,1,FIVE,10,10,10
37,1,FIVE,10,10,10
16,2,FOUR,10,10,10
6,2,FOUR,10,10,10
30,2,FOUR,10,10,10
31,3,SEVEN,10,10,10
13,3,SEVEN,10,10,10
37,3,SEVEN,10,10,10
25,3,SEVEN,10,10,10
16,0,FIVE,10,10,10
8,0,FIVE,10,10,10
37,0,FIVE,10,10,10
34,1,THREE,8,10,8
30,1,THREE,8,10,8
20,1,THREE,8,10,8
25,2,NINE,10,10,10
8,2,NINE,10,10,10
25,2,NINE,10,10,10
40,3,ZERO,10,10,10
19,3,ZERO,10,10,10
5,3,ZERO,10,10,10
27,3,ZERO,10,10,10
31,0,SIX,10,10,10
19,0,SIX,10,10,10
22,0,SIX,10,10,10
31,0,SIX,10,10,10
16,1,FIVE,10,10,10
8,1,FIVE,10,10,10
37,1,FIVE,10,10,10
34,2,THREE,10,10,10
30,2,THREE,10,10,10
20,2,THREE,10,10,10
33,0,TWO,10,10,10
36,0,TWO,10,10,10
16,1,FIVE,8,10,8
8,1,FIVE,8,10,8
37,1,FIVE,8,10,8
15,2,EIGHT,10,10,10
33,2,EIGHT,10,10,10
38,0,WE,10,10,10
20,0,WE,10,10,10
23,1,LESS,10,10,10
13,1,LESS,10,10,10
31,1,LESS,10,10,10
24,2,MEAT,10,10,10
20,2,MEAT,10,10,10
33,2,MEAT,10,10,10
11,0,DOSE,10,10,10
27,0,DOSE,10,10,10
31,0,DOSE,10,10,10
24,1,MIKE,10,10,10
8,1,MIKE,10,10,10
22,1,MIKE,10,10,10
23,2,LIKE,10,10,10
8,2,LIKE,10,10,10
22,2,LIKE,10,10,10
12,3,THE,10,10,10
5,3,THE,10,10,10
18,4,HAMBURGER,10,10,10
4,4,HAMBURGER,10,10,10
24,4,HAMBURGER,10,10,10
9,4,HAMBURGER,10,10,10
14,4,HAMBURGER,10,10,10
17,4,HAMBURGER,10,10,10
14,4,HAMBURGER,10,10,10
4,0,ANNIE,10,10,10
25,0,ANNIE,10,10,10
19,0,ANNIE,10,10,10
38,1,WANT,10,10,9
3,1,WANT,10,10,9
25,1,WANT,10,10,9
33,1,WANT,10,10,9
18,2,HAVE,10,10,10
4,2,HAVE,10,10,10
37,2,HAVE,10,10,10
31,3,SOME,10,10,10
5,3,SOME,10,10,10
24,3,SOME,10,10,10
29,4,PRETTIES,10,10,10
30,4,PRETTIES,10,10,10
19,4,PRETTIES,10,10,10
33,4,PRETTIES,10,10,10
20,4,PRETTIES,10,10,10
31,4,PRETTIES,10,10,10
22,0,KATE'S,8,10,8
13,0,KATE'S,8,10,8
20,0,KATE'S,8,10,8
33,0,KATE'S,8,10,8
40,0,KATE'S,8,10,8
17,1,GOT,10,10,10
3,1,GOT,10,10,10
33,1,GOT,10,10,10
31,2,SOME,10,10,10
5,2,SOME,10,10,10
24,2,SOME,10,10,10
17,3,GREY,0,10,2
30,3,GREY,0,10,2
15,3,GREY,0,10,2
23,0,LOOK,10,10,10
35,0,LOOK,10,10,10
22,0,LOOK,10,10,10
4,1,AT,10,10,10
33,1,AT,10,10,10
21,2,JOHN'S,5,10,6
3,2,JOHN'S,5,10,6
25,2,JOHN'S,5,10,6
40,2,JOHN'S,5,10,6
31,3,SWEATER,10,10,10
38,3,SWEATER,10,10,10
13,3,SWEATER,10,10,10
33,3,SWEATER,10,10,10
14,3,SWEATER,10,10,10
33,0,TIM,10,10,10
19,0,TIM,10,10,10
24,0,TIM,10,10,10
18,1,HAS,10,10,10
4,1,HAS,10,10,10
40,1,HAS,10,10,10
5,2,A,10,10,10
9,3,BEAUTIFUL,10,10,10
39,3,BEAUTIFUL,10,10,10
36,3,BEAUTIFUL,10,10,10
33,3,BEAUTIFUL,10,10,10
19,3,BEAUTIFUL,10,10,10
16,3,BEAUTIFUL,10,10,10
23,3,BEAUTIFUL,10,10,10
33,4,TELL,3,10,4
13,4,TELL,3,10,4
23,4,TELL,3,10,4
21,0,JIM,10,10,10
19,0,JIM,10,10,10
24,0,JIM,10,10,10
23,1,LIKES,10,10,10
8,1,LIKES,10,10,10
22,1,LIKES,10,10,10
31,1,LIKES,10,10,10
39,2,YOUR,10,10,10
14,2,YOUR,10,10,10
9,3,BLUE,10,10,10
23,3,BLUE,10,10,10
36,3,BLUE,10,10,10
32,4,SHORE,10,10,10
6,4,SHORE,10,10,10
30,4,SHORE,10,10,10
4,0,ANNIE,10,10,10
25,0,ANNIE,10,10,10
19,0,ANNIE,10,10,10
38,1,WENT,10,10,10
13,1,WENT,10,10,10
25,1,WENT,10,10,10
33,1,WENT,10,10,10
38,2,WALKING,10,10,10
6,2,WALKING,10,10,10
22,2,WALKING,10,10,10
19,2,WALKING,10,10,10
26,2,WALKING,10,10,10
12,3,THEM,10,10,10
13,3,THEM,10,10,10
24,3,THEM,10,10,10
29,4,PARK,10,10,10
3,4,PARK,10,10,10
30,4,PARK,10,10,10
22,4,PARK,10,10,10
23,0,LAYLA,10,10,10
15,0,LAYLA,10,10,10
23,0,LAYLA,10,10,10
3,0,LAYLA,10,10,10
22,1,CAN,10,10,10
4,1,CAN,10,10,10
25,1,CAN,10,10,10
31,2,SEE,10,10,10
20,2,SEE,10,10,10
12,3,THE,10,10,10
5,3,THE,10,10,10
18,4,HOMETOWN,3,10,4
27,4,HOMETOWN,3,10,4
24,4,HOMETOWN,3,10,4
33,4,HOMETOWN,3,10,4
7,4,HOMETOWN,3,10,4
25,4,HOMETOWN,3,10,4
31,0,SO,10,10,10
27,0,SO,10,10,10
33,1,TINA,10,10,10
20,1,TINA,10,10,10
25,1,TINA,10,10,10
5,1,TINA,10,10,10
38,2,WENT,2,10,3
13,2,WENT,2,10,3
25,2,WENT,2,10,3
33,2,WENT,2,10,3
3,3,ON,10,10,10
25,3,ON,10,10,10
33,4,TO,10,10,10
36,4,TO,10,10,10
38,5,WASHROOM,10,10,10
3,5,WASHROOM,10,10,10
32,5,WASHROOM,10,10,10
30,5,WASHROOM,10,10,10
36,5,WASHROOM,10,10,10
24,5,WASHROOM,10,10,10
6,0,ALL,10,10,10
23,0,ALL,10,10,10
38,1,WITH,10,10,10
19,1,WITH,10,10,10
34,1,WITH,10,10,10
18,2,HIM,10,10,10
19,2,HIM,10,10,10
24,2,HIM,10,10,10
17,0,GOOD,10,10,10
35,0,GOOD,10,10,10
11,0,GOOD,10,10,10
21,1,JOB,10,10,10
3,1,JOB,10,10,10
9,1,JOB,10,10,10
21,0,JAYME,10,10,10
15,0,JAYME,10,10,10
24,0,JAYME,10,10,10
20,0,JAYME,10,10,10
19,1,IS,10,10,10
40,1,IS,10,10,10
17,2,GOING,10,10,10
27,2,GOING,10,10,10
19,2,GOING,10,10,10
26,2,GOING,10,10,10
33,3,TO,10,10,10
36,3,TO,10,10,10
31,4,SEE,10,10,10
20,4,SEE,10,10,10
18,5,HEN,10,10,10
13,5,HEN,10,10,10
25,5,HEN,10,10,10
11,0,DORA,10,10,10
6,0,DORA,10,10,10
30,0,DORA,10,10,10
5,0,DORA,10,10,10
19,1,IS,10,10,10
40,1,IS,10,10,10
22,2,COME,10,10,10
5,2,COME,10,10,10
24,2,COME,10,10,10
16,3,FROM,10,10,10
30,3,FROM,10,10,10
5,3,FROM,10,10,10
24,3,FROM,10,10,10
21,4,JAPAN,10,10,10
5,4,JAPAN,10,10,10
29,4,JAPAN,10,10,10
4,4,JAPAN,10,10,10
25,4,JAPAN,10,10,10
31,0,SIX,10,10,10
19,0,SIX,10,10,10
22,0,SIX,10,10,10
31,0,SIX,10,10,10
38,1,ONE,10,10,10
5,1,ONE,10,10,10
25,1,ONE,10,10,10
31,2,SIX,10,10,10
19,2,SIX,10,10,10
22,2,SIX,10,10,10
31,2,SIX,10,10,10
40,3,ZERO,10,10,10
19,3,ZERO,10,10,10
30,3,ZERO,10,10,10
27,3,ZERO,10,10,10
16,0,FIVE,10,10,10
8,0,FIVE,10,10,10
37,0,FIVE,10,10,10
33,1,TWO,10,10,10
36,1,TWO,10,10,10
16,2,FOUR,10,10,10
6,2,FOUR,10,10,10
30,2,FOUR,10,10,10
31,3,SEVEN,10,10,10
13,3,SEVEN,10,10,10
37,3,SEVEN,10,10,10
25,3,SEVEN,10,10,10
40,0,ZERO,10,10,10
19,0,ZERO,10,10,10
30,0,ZERO,10,10,10
27,0,ZERO,10,10,10
34,1,THREE,10,10,10
30,1,THREE,10,10,10
20,1,THREE,10,10,10
16,2,FIVE,10,10,10
8,2,FIVE,10,10,10
37,2,FIVE,10,10,10
16,0,PHONE,10,10,10
27,0,PHONE,10,10,10
25,0,PHONE,10,10,10
29,1,PARTS,10,10,10
3,1,PARTS,10,10,10
30,1,PARTS,10,10,10
33,1,PARTS,10,10,10
31,1,PARTS,10,10,10
33,2,TICKETS,10,10,10
19,2,TICKETS,10,10,10
22,2,TICKETS,10,10,10
19,2,TICKETS,10,10,10
33,2,TICKETS,10,10,10
31,2,TICKETS,10,10,10
4,0,ANN,10,10,10
25,0,ANN,10,10,10
15,1,ATE,10,10,10
33,1,ATE,10,10,10
5,2,A,10,10,10
23,3,LITTLE,10,10,10
19,3,LITTLE,10,10,10
33,3,LITTLE,10,10,10
23,3,LITTLE,10,10,10
11,4,DOG,10,10,10
6,4,DOG,10,10,10
17,4,DOG,10,10,10
11,0,DOES,10,10,10
5,0,DOES,10,10,10
40,0,DOES,10,10,10
23,1,LAYLA,10,10,10
15,1,LAYLA,10,10,10
23,1,LAYLA,10,10,10
3,1,LAYLA,10,10,10
23,2,LIKE,10,10,10
8,2,LIKE,10,10,10
22,2,LIKE,10,10,10
12,3,THE,10,10,10
5,3,THE,10,10,10
21,4,JAM,10,10,10
4,4,JAM,10,10,10
24,4,JAM,10,10,10
22,0,KATE,10,10,10
13,0,KATE,10,10,10
33,0,KATE,10,10,10
23,1,LIKES,10,10,10
8,1,LIKES,10,10,10
22,1,LIKES,10,10,10
31,1,LIKES,10,10,10
23,2,LAMB,10,10,10
4,2,LAMB,10,10,10
24,2,LAMB,10,10,10
24,0,MARK,10,10,10
3,0,MARK,10,10,10
30,0,MARK,10,10,10
22,0,MARK,10,10,10
17,1,GOT,10,10,10
3,1,GOT,10,10,10
33,1,GOT,10,10,10
31,2,SOME,10,10,10
5,2,SOME,10,10,10
24,2,SOME,10,10,10
25,3,NOODLES,10,10,10
36,3,NOODLES,10,10,10
11,3,NOODLES,10,10,10
23,3,NOODLES,10,10,10
40,3,NOODLES,10,10,10
33,0,TOM,10,10,10
3,0,TOM,10,10,10
24,0,TOM,10,10,10
23,1,LIKES,10,10,10
8,1,LIKES,10,10,10
22,1,LIKES,10,10,10
31,1,LIKES,10,10,10
12,2,THE,10,10,10
5,2,THE,10,10,10
27,3,OLD,10,10,10
23,3,OLD,10,10,10
11,3,OLD,10,10,10
31,4,SWEATER,10,10,10
38,4,SWEATER,10,10,10
13,4,SWEATER,10,10,10
33,4,SWEATER,10,10,10
14,4,SWEATER,10,10,10
9,0,BOB,10,10,10
3,0,BOB,10,10,10
9,0,BOB,10,10,10
25,1,NEEDS,10,10,10
20,1,NEEDS,10,10,10
11,1,NEEDS,10,10,10
40,1,NEEDS,10,10,10
25,2,NEW,10,10,10
36,2,NEW,10,10,10
9,3,BOOTS,10,10,10
36,3,BOOTS,10,10,10
33,3,BOOTS,10,10,10
31,3,BOOTS,10,10,10
33,0,TOM,10,10,10
3,0,TOM,10,10,10
24,0,TOM,10,10,10
22,1,CAN,10,10,10
4,1,CAN,10,10,10
25,1,CAN,10,10,10
31,2,SEE,10,10,10
20,2,SEE,10,10,10
12,3,THE,10,10,10
5,3,THE,10,10,10
24,4,MOTOR,10,10,10
27,4,MOTOR,10,10,10
33,4,MOTOR,10,10,10
14,4,MOTOR,10,10,10
31,5,CYCLE,10,10,10
8,5,CYCLE,10,10,10
22,5,CYCLE,10,10,10
23,5,CYCLE,10,10,10
18,0,HE,10,10,10
20,0,HE,10,10,10
23,1,LEFT,10,10,10
13,1,LEFT,10,10,10
16,1,LEFT,10,10,10
33,1,LEFT,10,10,10
